ticker,timeframe,timestamp,open,high,low,close,volume,candle_pattern,atr_period,atr_multiplier,atr_value,long_stop,short_stop,direction,buy_signal,sell_signal,ema_11,ema_22,ema_50,ema_200,obv,ma_period,ma_value,bb_std,upper_band,lower_band,rsi_14,pp,r1,r2,r3,s1,s2,s3
BTCUSDT,1h,2025-04-03 13:00:00,81949.06000000,82792.46000000,81793.06000000,82373.58000000,2339.51390000,Tweezer Bottom,22.0,3.00,2236.73138508,84828.44861492,84149.53097485,-1.0,False,False,83115.86464814,83633.24658237,83976.73238516,84258.80162501,31288.78623200,14,31610.63875343,2.0000,,,37.43291019,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 12:00:00,83096.01000000,83147.95000000,81889.30000000,81949.06000000,1872.33047000,Bearish Marubozu,22.0,3.00,2200.47097485,84864.70902515,84149.53097485,-1.0,False,False,83264.32157777,83753.21482831,84042.16717639,84277.74857601,28949.27233200,14,31349.95839986,2.0000,,,32.65472650,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 11:00:00,83220.01000000,83347.39000000,83047.00000000,83096.01000000,608.06162000,,22.0,3.00,2125.44816413,84939.73183587,84641.73816413,-1.0,False,False,83527.37389332,83925.03909768,84127.60012236,84301.15248130,30821.60280200,14,31458.50366771,2.0000,,,40.39389418,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 10:00:00,83483.04000000,83749.99000000,83152.25000000,83220.01000000,1239.61616000,,22.0,3.00,2183.74712432,84881.43287568,84700.03712432,-1.0,False,False,83613.64667199,84003.99424983,84169.70584164,84313.26446604,31429.66442200,14,31650.21634986,2.0000,,,41.37839101,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 09:00:00,83680.00000000,83766.69000000,83449.92000000,83483.05000000,539.18541000,Tweezer Top,22.0,3.00,2202.34365405,84862.83634595,84718.63365405,-1.0,False,False,83692.37400638,84078.65941649,84208.46893722,84324.25194811,32669.28058200,14,31926.58965557,2.0000,,,43.46506377,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 08:00:00,83456.76000000,83788.23000000,83456.74000000,83679.99000000,821.93677000,,22.0,3.00,2261.96430425,84803.21569575,84778.25430425,-1.0,False,False,83734.23880766,84135.38412282,84238.07787344,84332.70623904,33208.46599200,14,32673.89287771,2.0000,,,45.04430356,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 07:00:00,83058.65000000,83498.10000000,83000.00000000,83456.75000000,774.52407000,Tweezer Bottom,22.0,3.00,2322.32117588,84742.85882412,84838.61117588,-1.0,False,False,83745.08856919,84178.75499166,84260.85697031,84339.26620124,32386.52922200,14,33324.62761629,2.0000,,,42.85901456,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 06:00:00,83343.75000000,83415.47000000,83008.74000000,83058.65000000,568.50834000,,22.0,3.00,2361.75075568,84703.42924432,84878.04075568,-1.0,False,False,83802.75628303,84247.51737182,84293.67766298,84348.13571080,31612.00515200,14,34083.01733129,2.0000,,,38.83127806,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 05:00:00,83558.81000000,83709.48000000,83343.74000000,83343.75000000,457.59497000,Bearish Engulfing,22.0,3.00,2416.11079167,84649.06920833,84932.40079167,-1.0,False,False,83951.57753964,84360.74283580,84344.08695534,84361.09536619,32180.51349200,14,35041.40505914,2.0000,,,40.74097799,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 04:00:00,83483.97000000,83735.85000000,83263.05000000,83558.80000000,630.55266000,,22.0,3.00,2478.91511508,84586.26488492,84995.20511508,-1.0,False,False,84073.14304756,84457.59929635,84384.91703515,84371.31994273,32638.10846200,14,35777.10347986,2.0000,,,42.19441412,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 03:00:00,83768.00000000,83792.58000000,83349.65000000,83483.97000000,638.13813000,Evening Star,22.0,3.00,2529.41583484,84535.76416516,85045.70583484,-1.0,False,False,84176.01165708,84543.19922934,84418.63609781,84379.48597231,32007.55580200,14,36081.13782129,2.0000,,,41.52031911,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 02:00:00,83761.63000000,83894.91000000,83278.99000000,83768.01000000,1422.27146000,Doji,22.0,3.00,2586.58849365,84478.59150635,85080.90784260,-1.0,False,False,84314.41998849,84644.07820356,84456.78573446,84388.48613283,32645.69393200,14,36282.92496557,2.0000,,,43.30006897,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 01:00:00,83227.55000000,83998.02000000,83099.99000000,83761.62000000,1735.38082000,,22.0,3.00,2621.77080287,84443.40919713,85080.90784260,-1.0,False,False,84423.70198619,84727.51327056,84484.89902974,84394.72207387,31223.42247200,14,36239.68220629,2.0000,,,43.24925226,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-03 00:00:00,82516.28000000,83424.72000000,82175.98000000,83227.55000000,1848.78037000,Morning Star,22.0,3.00,2618.32703158,84446.85296842,85080.90784260,-1.0,False,False,84556.11838343,84819.50310586,84514.42062279,84401.08490878,29488.04165200,14,36244.98949271,2.0000,,,39.00678834,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 23:00:00,82821.60000000,82845.42000000,82320.00000000,82516.29000000,2829.64480000,,22.0,3.00,2564.61784260,84500.56215740,85080.90784260,-1.0,False,False,84821.83206011,84971.11768737,84566.94595433,84412.87922947,27639.26128200,14,36407.36131700,2.0000,,,32.79378597,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 22:00:00,84855.98000000,84855.98000000,82682.00000000,82821.59000000,3036.67427000,Bearish Marubozu,22.0,3.00,2611.68250178,84453.49749822,85433.27250178,-1.0,False,False,85282.94047214,85204.91080045,84650.64619737,84431.94042776,30468.90608200,14,36744.13390486,2.0000,,,34.18158290,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 21:00:00,85659.99000000,85743.22000000,84207.26000000,84855.99000000,1793.31035000,,22.0,3.00,2425.47833519,85154.94260049,86421.55444639,-1.0,False,True,85775.21056657,85431.89373382,84725.30155236,84448.12485417,33505.58035200,14,36813.72732771,2.0000,,,46.30734738,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 20:00:00,86900.01000000,88500.00000000,85228.39000000,85659.99000000,7832.63499000,,22.0,3.00,2321.55444639,85154.94260049,86421.55444639,1.0,False,False,85959.05467988,85486.74170847,84719.96733001,84444.02570697,35298.89070200,14,36628.18282771,2.0000,,,53.23799224,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 19:00:00,86286.03000000,87000.00000000,86186.19000000,86900.02000000,812.77336000,Tweezer Bottom,22.0,3.00,1964.73180098,85154.94260049,86064.73180098,1.0,False,False,86018.86761585,85470.24187118,84681.59905777,84431.80496031,43131.52569200,14,36268.63706129,2.0000,,,67.76263614,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 18:00:00,86615.33000000,86751.79000000,86212.40000000,86286.02000000,685.23290000,,22.0,3.00,1942.03188674,85154.94260049,86042.03188674,1.0,False,False,85842.63713902,85334.07252558,84591.05126420,84406.99877901,42318.75233200,14,35303.43895271,2.0000,,,63.13877133,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 17:00:00,87065.19000000,87333.00000000,86350.00000000,86615.33000000,2025.44811000,,22.0,3.00,1957.45388135,85154.94260049,86057.45388135,1.0,False,False,85753.96056683,85243.41086135,84521.86886683,84388.11414362,43003.98523200,14,34435.63071414,2.0000,,,67.99590710,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 16:00:00,86757.67000000,87221.99000000,86589.58000000,87065.18000000,2549.14196000,,22.0,3.00,1910.23739951,85154.94260049,86010.23739951,1.0,False,False,85581.68668020,85112.75189577,84436.42147363,84365.73006466,45029.43334200,14,33487.11567843,2.0000,,,75.34843114,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 15:00:00,85877.74000000,87333.00000000,85811.20000000,86757.67000000,5585.70214000,,22.0,3.00,1910.85679949,84846.81320051,86010.85679949,1.0,False,False,85284.98801623,84926.80636203,84329.12520725,84338.59991456,42480.29138200,14,32427.89075343,2.0000,,,73.53171839,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 14:00:00,85215.79000000,86000.00000000,85181.52000000,85877.75000000,2062.01342000,,22.0,3.00,1784.44998042,84093.30001958,85852.49807472,1.0,False,False,84990.45161948,84752.43839651,84230.00093000,84314.28765239,36894.58924200,14,31611.51699414,2.0000,,,67.08691721,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 13:00:00,85049.99000000,86136.36000000,84471.76000000,85215.82000000,2792.28052000,Doji,22.0,3.00,1752.49807472,83708.80098386,85852.49807472,1.0,False,False,84812.99194338,84645.26586285,84162.74586592,84298.57446297,34832.57582200,14,31151.42417629,2.0000,,,60.34158539,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 12:00:00,84566.91000000,85054.78000000,84462.69000000,85049.99000000,742.57082000,,22.0,3.00,1598.15036399,83708.80098386,85044.70503383,1.0,False,False,84732.42633205,84590.92737359,84119.76324820,84289.35591486,32040.29530200,14,30872.40024057,2.0000,,,58.35616813,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 11:00:00,84867.92000000,84985.77000000,84547.08000000,84566.91000000,463.52271000,,22.0,3.00,1589.66847656,83708.80098386,85044.70503383,1.0,False,False,84668.91359846,84547.20712346,84081.79480935,84281.71135119,31297.72448200,14,30757.40622771,2.0000,,,51.83336927,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 10:00:00,85019.63000000,85299.45000000,84828.00000000,84867.92000000,592.83032000,,22.0,3.00,1602.69697545,83708.80098386,85044.70503383,1.0,False,False,84689.31431816,84545.33065903,84061.99418932,84278.84503311,31761.24719200,14,30729.53248914,2.0000,,,56.99905708,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 09:00:00,84677.04000000,85450.00000000,84635.60000000,85019.62000000,910.86351000,,22.0,3.00,1611.66587904,83708.80098386,85044.70503383,1.0,False,False,84653.59318179,84514.60786465,84029.09925827,84272.92468168,32354.07751200,14,30691.82437200,2.0000,,,59.78741464,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 08:00:00,84426.32000000,84762.72000000,84262.73000000,84677.04000000,535.25665000,Inverted Hammer,22.0,3.00,1572.06901614,83708.80098386,85044.70503383,1.0,False,False,84580.38781814,84466.51147080,83988.66984024,84265.42020612,31443.21400200,14,30574.02863343,2.0000,,,55.19078080,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 07:00:00,84125.99000000,84462.16000000,84015.97000000,84426.33000000,642.70738000,,22.0,3.00,1575.50230262,83705.36769738,85044.70503383,1.0,False,False,84561.05738177,84446.46113469,83960.57309903,84261.28332377,30907.95735200,14,30585.39837843,2.0000,,,51.41690069,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 06:00:00,84100.00000000,84371.59000000,83904.72000000,84125.99000000,646.49780000,Doji,22.0,3.00,1586.78479322,83694.08520678,85044.70503383,1.0,False,False,84588.00285813,84448.37838561,83941.56261328,84259.62456321,30265.24997200,14,30581.93677486,2.0000,,,46.39481194,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 05:00:00,84607.00000000,84607.00000000,84100.00000000,84100.00000000,550.68482000,Bearish Marubozu,22.0,3.00,1595.65025957,83685.21974043,85044.70503383,1.0,False,False,84680.40542975,84479.08204139,83934.03496484,84260.96762414,29618.75217200,14,30679.75872700,2.0000,,,45.94582175,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 04:00:00,84550.00000000,84726.42000000,84460.11000000,84607.00000000,444.66226000,,22.0,3.00,1599.20503383,83681.66496617,85044.70503383,1.0,False,False,84796.48651570,84515.18509295,83927.26088177,84262.58538921,30169.43699200,14,30910.07944486,2.0000,,,54.16360295,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 03:00:00,84714.36000000,84904.00000000,84504.21000000,84550.00000000,475.50966000,,22.0,3.00,1637.31336878,83643.55663122,85082.81336878,1.0,False,False,84834.38381884,84506.44081608,83899.51642796,84259.12393584,29724.77473200,14,30923.57047914,2.0000,,,53.29146127,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 02:00:00,85147.31000000,85174.89000000,84648.90000000,84714.36000000,850.77436000,Bearish Engulfing,22.0,3.00,1658.16781491,83622.70218509,84664.83781491,1.0,False,False,84891.26058261,84502.29232238,83872.96607809,84256.20055831,30200.28439200,14,30788.61878414,2.0000,,,56.15221211,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 01:00:00,84964.49000000,85213.12000000,84854.90000000,85147.30000000,597.76896000,Inverted Hammer,22.0,3.00,1661.98675847,83618.88324153,84668.65675847,1.0,False,False,84926.64069914,84482.09540070,83838.62346903,84251.59594080,31051.05875200,14,30537.36775343,2.0000,,,64.63946305,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-02 00:00:00,85158.35000000,85255.95000000,84923.28000000,84964.49000000,472.95093000,Bearish Engulfing,22.0,3.00,1689.95469935,83590.91530065,84652.79469935,1.0,False,False,84882.50883896,84418.74258172,83785.20810042,84242.59388996,30453.28979200,14,30277.84659414,2.0000,,,62.41185587,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 23:00:00,85100.00000000,85579.46000000,84969.56000000,85158.34000000,495.86160000,Doji,22.0,3.00,1722.90444694,83563.05105558,84685.74444694,1.0,False,False,84866.11260676,84366.76663712,83737.07414533,84235.33865267,30926.24072200,14,30122.06203986,2.0000,,,66.53927929,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 22:00:00,85223.84000000,85483.38000000,85082.00000000,85099.99000000,477.11302000,,22.0,3.00,1717.81894442,83563.05105558,84422.01894442,1.0,False,False,84807.66712811,84291.37869780,83679.06329412,84226.06225722,30430.37912200,14,29997.83536057,2.0000,,,65.90913453,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 21:00:00,85231.28000000,85476.86000000,85120.00000000,85223.84000000,325.84141000,Doji,22.0,3.00,1742.27984653,83538.59015347,84393.37984653,1.0,False,False,84749.20255373,84214.36809759,83621.06628572,84217.27906382,30907.49214200,14,29836.24366271,2.0000,,,68.44980122,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 20:00:00,84972.00000000,85350.00000000,84773.58000000,85231.28000000,528.39638000,Bullish Engulfing,22.0,3.00,1774.26555351,83506.60444649,84324.27555351,1.0,False,False,84654.27506447,84118.22791641,83555.64695044,84207.16287351,31233.33355200,14,29553.62297843,2.0000,,,68.59730439,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 19:00:00,85126.68000000,85184.89000000,84816.83000000,84972.01000000,897.45326000,Tweezer Top,22.0,3.00,1776.40867510,83504.46132490,84186.39867510,1.0,False,False,84538.87407737,84012.22295606,83487.25376474,84196.87023907,30704.93717200,14,29292.19830129,2.0000,,,66.24343664,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 18:00:00,85117.86000000,85183.46000000,84720.00000000,85126.68000000,742.89553000,Morning Star,22.0,3.00,1808.41956440,83472.45043560,84218.40956440,1.0,False,False,84452.24689284,83920.81466617,83426.65146943,84189.07988972,31602.39043200,14,29038.11192557,2.0000,,,69.11319434,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 17:00:00,85120.00000000,85333.33000000,84901.32000000,85117.85000000,775.26240000,Doji,22.0,3.00,1828.32621032,83452.54378968,84238.31621032,1.0,False,False,84317.36027141,83805.97034866,83357.26254981,84179.65677303,30859.49490200,14,28744.81057700,2.0000,,,69.04209856,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 16:00:00,85280.88000000,85493.00000000,84815.00000000,85119.99000000,1208.48492000,Tweezer Top,22.0,3.00,1853.67364891,83435.78332019,84263.66364891,1.0,False,False,84157.26232569,83681.02942948,83285.40183756,84170.22769537,31634.75730200,14,28474.18899914,2.0000,,,69.07788169,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 15:00:00,84195.92000000,85499.55000000,84182.89000000,85280.87000000,2484.93075000,,22.0,3.00,1845.08667981,83435.78332019,84255.07667981,1.0,False,False,83964.71679083,83543.98556562,83210.52068807,84160.68234558,32843.24222200,14,28185.77393771,2.0000,,,71.67093169,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 14:00:00,83622.96000000,84350.00000000,82544.00000000,84195.92000000,2522.86047000,,22.0,3.00,1744.85366456,82792.05806570,83979.93193430,1.0,False,False,83701.48614900,83378.56800044,83126.01663453,84149.42417820,30358.31147200,14,27773.69692057,2.0000,,,62.96521075,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 13:00:00,83615.26000000,83912.62000000,83416.66000000,83618.23000000,1152.68104000,Doji,22.0,3.00,1569.94193430,82792.05806570,83979.93193430,1.0,False,False,83602.59937880,83300.72495287,83082.34710940,84148.95688350,27835.45100200,14,27507.67989057,2.0000,,,56.32997545,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 12:00:00,83930.31000000,84154.22000000,83615.25000000,83615.26000000,734.99256000,Hanging Man,22.0,3.00,1573.84964546,82790.20084762,83981.78915238,1.0,False,False,83599.47325456,83270.48637695,83060.47433836,84154.29082203,26682.76996200,14,27384.22723557,2.0000,,,56.29259209,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 11:00:00,84175.99000000,84203.00000000,83823.67000000,83930.30000000,854.54351000,,22.0,3.00,1571.79915238,82790.20084762,83981.78915238,1.0,False,False,83596.31590547,83237.65079380,83037.83002564,84159.70821723,27417.76252200,14,27315.69833629,2.0000,,,61.47612725,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 10:00:00,84362.01000000,84504.74000000,84150.00000000,84175.99000000,914.76118000,Hanging Man,22.0,3.00,1592.45673107,82769.54326893,84002.44673107,1.0,False,False,83529.51908657,83171.68420274,83001.40267975,84162.01382745,28272.30603200,14,27213.30400200,2.0000,,,65.86839690,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 09:00:00,84121.94000000,84395.46000000,84116.27000000,84362.00000000,1018.97186000,,22.0,3.00,1617.61086112,82744.38913888,84027.60086112,1.0,False,False,83400.22490388,83076.03603157,82953.46034014,84161.87336341,29187.06721200,14,27025.40451343,2.0000,,,69.35180529,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 08:00:00,83445.50000000,84207.55000000,83410.00000000,84121.94000000,1217.29279000,Tweezer Bottom,22.0,3.00,1654.75566403,82467.18433597,83793.77783851,1.0,False,False,83207.86988465,82953.56327267,82895.96892546,84159.86204043,28168.09535200,14,26822.25052057,2.0000,,,67.27801026,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 07:00:00,83454.76000000,83597.07000000,83380.58000000,83445.50000000,622.58551000,Doji,22.0,3.00,1619.61783851,81879.56216149,83793.77783851,1.0,False,False,83025.05586159,82842.28929864,82845.92928976,84160.24316646,26950.80256200,14,26748.89517843,2.0000,,,60.23838103,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 06:00:00,83006.67000000,83494.25000000,82891.71000000,83454.76000000,425.66016000,,22.0,3.00,1665.81535463,81840.11724753,83114.64275247,1.0,False,False,82940.96703390,82784.84066041,82821.45701587,84167.42651487,27573.38807200,14,26704.57997343,2.0000,,,60.40356568,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 05:00:00,83059.99000000,83329.99000000,82994.07000000,83006.67000000,348.44364000,Shooting Star,22.0,3.00,1659.06275247,81840.11724753,83114.64275247,1.0,False,False,82838.20844068,82721.03881855,82795.60791448,84174.58899240,27147.72791200,14,26663.46527700,2.0000,,,54.83902559,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 04:00:00,82962.84000000,83235.96000000,82886.87000000,83060.00000000,425.37874000,,22.0,3.00,1690.07716925,81809.10283075,83145.65716925,1.0,False,False,82804.51612882,82693.83584888,82786.99313548,84186.32687172,27496.17155200,14,26699.77534629,2.0000,,,55.70415775,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 03:00:00,83100.00000000,83256.80000000,82926.08000000,82962.84000000,526.15363000,,22.0,3.00,1720.68703445,81778.49296555,83176.26703445,1.0,False,False,82753.41935458,82658.96307259,82775.84999815,84197.64673978,27070.79281200,14,26799.90438629,2.0000,,,54.48955274,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 02:00:00,82704.20000000,83120.00000000,82649.34000000,83100.00000000,522.78246000,,22.0,3.00,1755.37879800,81743.80120200,83210.95879800,1.0,False,False,82711.53522550,82630.02241283,82768.21775318,84210.05685777,27596.94644200,14,26776.09080271,2.0000,,,56.52115371,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 01:00:00,82651.09000000,82741.80000000,82460.00000000,82704.20000000,440.09093000,Hammer,22.0,3.00,1771.73112171,81727.44887829,83227.31112171,1.0,False,False,82633.84227060,82585.26264263,82754.67562066,84221.21320810,27074.16398200,14,26859.54857271,2.0000,,,51.69525019,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-04-01 00:00:00,82550.00000000,82837.38000000,82432.74000000,82651.10000000,526.95922000,,22.0,3.00,1815.84212751,81687.42401920,83271.42212751,1.0,False,False,82619.77072472,82573.93527526,82756.73585007,84236.45957200,26634.07305200,14,26871.24155629,2.0000,,,51.01796514,84718.67000000,92831.34000000,103112.67000000,111225.34000000,74437.34000000,66324.67000000,56043.34000000
BTCUSDT,1h,2025-03-31 23:00:00,82410.00000000,82886.80000000,82283.90000000,82550.01000000,383.74846000,Tweezer Bottom,22.0,3.00,1844.50508596,81687.42401920,83300.08508596,1.0,False,False,82613.50486967,82566.58625386,82761.04751742,84252.39283403,26107.11383200,14,26844.32431200,2.0000,,,49.77302734,88464.05666667,98669.59333333,112989.24666667,123194.78333333,74144.40333333,63938.86666667,49619.21333333
BTCUSDT,1h,2025-03-31 22:00:00,82563.99000000,82571.98000000,82265.10000000,82409.99000000,260.87647000,,22.0,3.00,1846.21009005,81687.42401920,83301.79009005,1.0,False,False,82626.20384360,82568.16494470,82769.66129364,84269.50220924,25723.36537200,14,26804.07593129,2.0000,,,48.07564721,88464.05666667,98669.59333333,112989.24666667,123194.78333333,74144.40333333,63938.86666667,49619.21333333
BTCUSDT,1h,2025-03-31 21:00:00,82431.32000000,82752.18000000,82422.00000000,82563.99000000,342.52865000,Morning Star,22.0,3.00,1890.28485625,81687.42401920,83317.26979985,1.0,False,False,82669.44661232,82583.22922515,82784.34175461,84288.19077416,25984.24184200,14,26860.23069557,2.0000,,,49.79421622,88464.05666667,98669.59333333,112989.24666667,123194.78333333,74144.40333333,63938.86666667,49619.21333333
BTCUSDT,1h,2025-03-31 20:00:00,82462.26000000,82846.20000000,82350.84000000,82431.32000000,701.19812000,Doji,22.0,3.00,1933.12984940,81687.42401920,83317.26979985,1.0,False,False,82690.53793478,82585.06153230,82793.33570377,84305.51942516,25641.71319200,14,26952.23768129,2.0000,,,48.31625466,88464.05666667,98669.59333333,112989.24666667,123194.78333333,74144.40333333,63938.86666667,49619.21333333
BTCUSDT,1h,2025-03-31 19:00:00,83291.42000000,83443.38000000,82400.00000000,82462.27000000,798.20925000,,22.0,3.00,1954.41793747,81687.42401920,83317.26979985,1.0,False,False,82742.38152174,82599.70358300,82808.11185495,84324.35560029,26342.91131200,14,27124.18586843,2.0000,,,48.62634214,88464.05666667,98669.59333333,112989.24666667,123194.78333333,74144.40333333,63938.86666667,49619.21333333
